Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Original Price,Quantity,Discount,Discount Amount,Sales,Profit,Average sales
2557,US-2013-126844,10/9/2013,10/15/2013,Standard Class,BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070,Central,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,$16.16,8,0.6,$9.70,$51.71,-$32.32,$6.46
2558,US-2012-112508,3/24/2012,3/30/2012,Standard Class,BP-11185,Ben Peterman,Corporate,United States,Coral Springs,Florida,33065,South,OFF-AP-10002287,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",$4.37,2,0.2,$0.87,$6.99,$0.52,$3.50
2559,CA-2012-147788,5/31/2012,6/4/2012,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,FUR-BO-10004357,Furniture,Bookcases,O'Sullivan Living Dimensions 3-Shelf Bookcases,$200.98,7,0,$0.00,"$1,406.86",$140.69,$200.98
2562,CA-2012-144288,12/25/2012,12/31/2012,Standard Class,MB-17305,Maria Bertelson,Consumer,United States,Nashville,Tennessee,37211,South,OFF-LA-10003190,Office Supplies,Labels,Avery 474,$2.88,4,0.2,$0.58,$9.22,$3.34,$2.30
2564,CA-2012-110632,3/17/2012,3/22/2012,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10009,East,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,$15.02,1,0,$0.00,$15.02,$2.70,$15.02
2566,CA-2014-109589,12/22/2014,12/25/2014,First Class,BD-11635,Brian Derr,Consumer,United States,Bowling Green,Kentucky,42104,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,$17.75,4,0,$0.00,$71.00,$27.69,$17.75
2567,CA-2014-123967,11/2/2014,11/4/2014,Second Class,SF-20200,Sarah Foster,Consumer,United States,Bellingham,Washington,98226,West,OFF-BI-10001308,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,$6.28,5,0.2,$1.26,$25.12,$7.85,$5.02
2569,CA-2014-148929,9/8/2014,9/12/2014,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,New York,10011,East,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",$59.76,8,0,$0.00,$478.08,$133.86,$59.76
2570,CA-2014-134404,12/28/2014,12/28/2014,Same Day,DR-12880,Dan Reichenbach,Corporate,United States,Newark,Ohio,43055,East,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,$136.99,2,0.4,$54.80,$164.39,-$35.62,$82.19
2572,CA-2014-109778,7/17/2014,7/22/2014,Standard Class,VM-21685,Valerie Mitchum,Home Office,United States,Woodstock,Illinois,60098,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",$1.82,2,0.2,$0.36,$2.91,$0.91,$1.46
2573,CA-2013-155845,8/13/2013,8/16/2013,Second Class,CM-12235,Chris McAfee,Consumer,United States,Carrollton,Texas,75007,Central,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,$249.99,7,0.2,$50.00,"$1,399.94",$52.50,$199.99
2574,CA-2014-145128,7/10/2014,7/15/2014,Standard Class,SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,47905,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,$105.29,5,0,$0.00,$526.45,$31.59,$105.29
2575,CA-2011-129091,11/22/2011,11/27/2011,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Columbus,Georgia,31907,South,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,$5.41,3,0,$0.00,$16.23,$7.95,$5.41
2579,US-2011-155502,1/27/2011,2/1/2011,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",$20.94,3,0,$0.00,$62.82,$30.78,$20.94
2586,CA-2012-121041,11/3/2012,11/10/2012,Standard Class,CS-12250,Chris Selesnick,Corporate,United States,Haltom City,Texas,76117,Central,OFF-EN-10001137,Office Supplies,Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",$4.13,2,0.2,$0.83,$6.61,$2.15,$3.30
2587,CA-2014-131695,7/1/2014,7/7/2014,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,$35.51,7,0,$0.00,$248.57,$67.11,$35.51
2589,CA-2013-137729,5/6/2013,5/10/2013,Standard Class,BF-11005,Barry Franz,Home Office,United States,Los Angeles,California,90004,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",$5.98,1,0,$0.00,$5.98,$1.02,$5.98
2591,US-2013-115455,9/9/2013,9/15/2013,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Wheeling,Illinois,60090,Central,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",$17.67,2,0.6,$10.60,$14.14,-$7.77,$7.07
2593,CA-2014-128300,11/25/2014,11/27/2014,Second Class,RS-19765,Roland Schwarz,Corporate,United States,Summerville,South Carolina,29483,South,TEC-PH-10002807,Technology,Phones,Motorla HX550 Universal Bluetooth Headset,$39.55,2,0,$0.00,$79.10,$39.55,$39.55
2595,CA-2014-149048,5/14/2014,5/18/2014,Standard Class,BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,OFF-EN-10003296,Office Supplies,Envelopes,Tyvek Side-Opening Peel & Seel Expanding Envelopes,$90.48,2,0,$0.00,$180.96,$81.43,$90.48
2600,CA-2014-108553,4/24/2014,4/30/2014,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,New York,10024,East,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$60.97,2,0,$0.00,$121.94,$35.36,$60.97
2602,CA-2013-165848,6/5/2013,6/5/2013,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,Office Supplies,Paper,Staples,$4.98,3,0,$0.00,$14.94,$7.02,$4.98
2606,CA-2011-112718,12/16/2011,12/21/2011,Standard Class,KN-16450,Kean Nguyen,Corporate,United States,Jacksonville,Florida,32216,South,OFF-BI-10000591,Office Supplies,Binders,Avery Binder Labels,$3.89,1,0.7,$2.72,$1.17,-$0.86,$1.17
2607,CA-2013-154053,3/5/2013,3/11/2013,Standard Class,MG-17890,Michael Granlund,Home Office,United States,San Diego,California,92024,West,OFF-AR-10003727,Office Supplies,Art,Berol Giant Pencil Sharpener,$16.99,1,0,$0.00,$16.99,$4.93,$16.99
2608,CA-2011-127446,11/25/2011,11/30/2011,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,TEC-AC-10001635,Technology,Accessories,KeyTronic KT400U2 - Keyboard - Black,$10.28,3,0.2,$2.06,$24.67,$0.00,$8.22
2614,CA-2013-137204,4/29/2013,5/6/2013,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",$25.98,2,0.2,$5.20,$41.57,$2.60,$20.78
2615,CA-2011-147298,4/26/2011,5/3/2011,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,$95.95,3,0.2,$19.19,$230.28,$23.03,$76.76
2617,CA-2014-147942,4/2/2014,4/6/2014,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003663,Office Supplies,Labels,Avery 498,$2.89,2,0,$0.00,$5.78,$2.72,$2.89
2619,CA-2014-115931,12/23/2014,12/27/2014,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,OFF-AR-10000369,Office Supplies,Art,Design Ebony Sketching Pencil,$1.39,3,0,$0.00,$4.17,$1.08,$1.39
2623,CA-2011-164861,12/3/2011,12/6/2011,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,$6.48,4,0,$0.00,$25.92,$12.44,$6.48
2624,CA-2014-127180,10/23/2014,10/25/2014,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,TEC-CO-10004722,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,"$3,499.99",4,0.2,$700.00,"$11,199.97","$3,919.99","$2,799.99"
2628,US-2014-165344,11/14/2014,11/16/2014,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,$19.02,4,0.2,$3.80,$60.86,$9.13,$15.22
2631,CA-2012-168186,9/10/2012,9/15/2012,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central,OFF-PA-10000477,Office Supplies,Paper,Xerox 1952,$4.98,3,0,$0.00,$14.94,$7.02,$4.98
2632,US-2014-110604,5/16/2014,5/21/2014,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,$19.98,2,0,$0.00,$39.96,$17.18,$19.98
2635,CA-2012-116750,7/5/2012,7/10/2012,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,FUR-FU-10003829,Furniture,Furnishings,Stackable Trays,$3.08,2,0.2,$0.62,$4.93,$0.74,$2.46
2637,CA-2012-162369,8/15/2012,8/19/2012,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,$161.55,2,0,$0.00,$323.10,$61.39,$161.55
2638,CA-2014-108441,6/13/2014,6/19/2014,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",$4.76,4,0,$0.00,$19.04,$9.33,$4.76
2642,CA-2012-169740,2/20/2012,2/25/2012,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,TEC-AC-10000927,Technology,Accessories,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,$29.99,1,0,$0.00,$29.99,$3.00,$29.99
2643,CA-2013-124051,12/30/2013,12/31/2013,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,OFF-PA-10001289,Office Supplies,Paper,White Computer Printout Paper by Universal,$38.76,6,0.2,$7.75,$186.05,$67.44,$31.01
2644,CA-2013-149111,4/18/2013,4/22/2013,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,TEC-PH-10003092,Technology,Phones,Motorola L804,$45.99,1,0.2,$9.20,$36.79,$4.14,$36.79
2646,CA-2011-131002,9/7/2011,9/12/2011,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",$19.23,3,0,$0.00,$57.69,$23.65,$19.23
2651,US-2013-146794,9/27/2013,10/2/2013,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,$99.99,5,0.15,$15.00,$424.96,$20.00,$84.99
2652,CA-2014-112515,9/18/2014,9/22/2014,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,OFF-BI-10000829,Office Supplies,Binders,Avery Non-Stick Binders,$4.49,3,0.2,$0.90,$10.78,$3.50,$3.59
2659,CA-2013-150343,8/17/2013,8/21/2013,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,$3.62,3,0,$0.00,$10.86,$5.10,$3.62
2660,CA-2012-135538,12/24/2012,12/28/2012,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,$276.20,4,0.2,$55.24,$883.84,$99.43,$220.96
2661,CA-2014-123372,11/29/2014,12/3/2014,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,TEC-PH-10002834,Technology,Phones,Google Nexus 5,$179.99,11,0,$0.00,"$1,979.89",$494.97,$179.99
2663,CA-2014-159604,4/15/2014,4/16/2014,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,$4.38,2,0,$0.00,$8.76,$4.20,$4.38
2664,CA-2013-164784,5/2/2013,5/5/2013,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,OFF-LA-10001569,Office Supplies,Labels,Avery 499,$4.98,1,0.2,$1.00,$3.98,$1.29,$3.98
2667,CA-2013-111794,10/2/2013,10/2/2013,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,$33.13,3,0.2,$6.63,$79.51,$20.87,$26.50
2669,US-2012-139759,8/25/2012,8/30/2012,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",$50.98,1,0.2,$10.20,$40.78,$4.59,$40.78
2671,CA-2011-126403,9/9/2011,9/12/2011,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,$55.48,3,0,$0.00,$166.44,$79.89,$55.48
2675,CA-2014-136875,12/4/2014,12/4/2014,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,$55.48,3,0,$0.00,$166.44,$79.89,$55.48
2676,CA-2014-132185,11/28/2014,12/3/2014,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,$2.19,5,0.2,$0.44,$8.76,$0.77,$1.75
2678,US-2011-160780,6/21/2011,6/21/2011,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",$5.28,7,0.7,$3.70,$11.09,-$8.13,$1.58
2680,CA-2014-127026,1/22/2014,1/28/2014,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,$2.88,5,0,$0.00,$14.40,$7.06,$2.88
2685,CA-2014-137085,6/30/2014,7/7/2014,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,$43.41,9,0.2,$8.68,$312.55,$101.58,$34.73
2686,CA-2013-133123,9/7/2013,9/12/2013,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",$39.98,3,0.2,$8.00,$95.95,$29.99,$31.98
2688,US-2013-128195,8/5/2013,8/6/2013,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,OFF-BI-10002003,Office Supplies,Binders,Ibico Presentation Index for Binding Systems,$3.98,5,0.8,$3.18,$3.98,-$6.57,$0.80
2689,CA-2012-153220,11/12/2012,11/14/2012,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",$3.14,5,0,$0.00,$15.70,$7.07,$3.14
2690,CA-2011-123064,6/30/2011,7/2/2011,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,$1.64,4,0.2,$0.33,$5.25,$1.64,$1.31
2691,CA-2014-156412,12/5/2014,12/9/2014,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,$5.94,3,0.7,$4.16,$5.35,-$4.46,$1.78
2692,US-2013-144211,8/29/2013,9/3/2013,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",$6.45,3,0.2,$1.29,$15.48,$5.61,$5.16
2694,CA-2013-138079,1/22/2013,1/28/2013,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",$21.98,5,0,$0.00,$109.90,$37.37,$21.98
2695,CA-2011-143182,10/15/2011,10/20/2011,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",$19.23,1,0.2,$3.85,$15.38,$4.04,$15.38
2696,CA-2013-161662,2/7/2013,2/9/2013,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,OFF-PA-10003465,Office Supplies,Paper,Xerox 1912,$18.97,2,0.2,$3.79,$30.35,$10.62,$15.18
2697,CA-2011-145317,3/18/2011,3/23/2011,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,TEC-MA-10003626,Technology,Machines,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,$410.65,4,0.5,$205.33,$821.30,-$16.43,$205.33
2704,CA-2011-143413,5/24/2011,5/30/2011,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,$38.76,3,0,$0.00,$116.28,$56.98,$38.76
2705,CA-2014-156818,7/12/2014,7/14/2014,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,$22.10,6,0,$0.00,$132.60,$17.24,$22.10
2706,CA-2014-155873,6/17/2014,6/22/2014,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,$8.34,2,0,$0.00,$16.68,$4.34,$8.34
2709,CA-2012-121797,1/30/2012,2/6/2012,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10001876,Furniture,Furnishings,"Computer Room Manger, 14""",$32.48,7,0,$0.00,$227.36,$81.85,$32.48
2711,US-2012-120572,12/11/2012,12/15/2012,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,$21.38,2,0.7,$14.97,$12.83,-$8.98,$6.41
2712,CA-2014-132430,10/10/2014,10/12/2014,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,$14.34,4,0.2,$2.87,$45.89,$9.18,$11.47
2713,CA-2014-146031,7/30/2014,8/2/2014,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,$6.68,9,0,$0.00,$60.12,$22.24,$6.68
2714,CA-2011-110100,4/25/2011,4/29/2011,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,TEC-PH-10004531,Technology,Phones,AT&T CL2909,$125.99,3,0.2,$25.20,$302.38,$37.80,$100.79
2715,CA-2012-103723,12/1/2012,12/6/2012,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,OFF-AR-10003251,Office Supplies,Art,Prang Drawing Pencil Set,$2.78,5,0,$0.00,$13.90,$5.56,$2.78
2716,CA-2011-127187,12/4/2011,12/8/2011,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,$64.99,2,0,$0.00,$129.98,$62.39,$64.99
2717,CA-2014-128475,8/27/2014,9/2/2014,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,$35.99,2,0,$0.00,$71.98,$15.12,$35.99
2718,CA-2011-100006,9/7/2011,9/13/2011,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,TEC-PH-10002075,Technology,Phones,AT&T EL51110 DECT,$125.99,3,0,$0.00,$377.97,$109.61,$125.99
2719,CA-2014-144827,12/22/2014,12/28/2014,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",$62.18,2,0,$0.00,$124.36,$33.58,$62.18
2720,CA-2011-110030,12/6/2011,12/8/2011,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,$19.98,3,0.6,$11.99,$23.98,-$14.39,$7.99
2721,CA-2011-121286,11/4/2011,11/8/2011,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,$3.49,3,0.2,$0.70,$8.38,$2.72,$2.79
2723,CA-2013-164735,4/15/2013,4/20/2013,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,$16.24,5,0,$0.00,$81.20,$12.18,$16.24
2724,CA-2011-153479,10/4/2011,10/8/2011,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,OFF-LA-10004689,Office Supplies,Labels,Avery 512,$2.89,5,0,$0.00,$14.45,$6.79,$2.89
2726,CA-2014-149888,11/8/2014,11/14/2014,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,$119.99,5,0.4,$48.00,$359.97,-$71.99,$71.99
2728,CA-2014-119193,12/23/2014,12/25/2014,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,$5.47,1,0.7,$3.83,$1.64,-$1.31,$1.64
2730,CA-2014-104801,2/14/2014,2/20/2014,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,$2.21,3,0,$0.00,$6.63,$1.79,$2.21
2733,CA-2011-107594,7/2/2011,7/6/2011,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,TEC-PH-10002923,Technology,Phones,"Logitech B530 USB Headset - headset - Full size, Binaural",$36.99,2,0,$0.00,$73.98,$19.97,$36.99
2735,CA-2012-129770,2/21/2012,2/23/2012,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,OFF-PA-10000249,Office Supplies,Paper,Staples,$12.28,4,0,$0.00,$49.12,$23.09,$12.28
2736,CA-2012-115798,11/13/2012,11/19/2012,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,$125.99,3,0,$0.00,$377.97,$94.49,$125.99
2740,CA-2014-122707,4/17/2014,4/19/2014,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,$119.31,4,0,$0.00,$477.24,$9.54,$119.31
2742,CA-2013-165015,2/25/2013,2/27/2013,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,OFF-EN-10003134,Office Supplies,Envelopes,Staples,$11.68,5,0.2,$2.34,$46.72,$17.52,$9.34
2743,CA-2011-149244,11/4/2011,11/8/2011,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,FUR-FU-10004671,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",$17.67,2,0,$0.00,$35.34,$13.43,$17.67
2744,CA-2012-140144,6/20/2012,6/25/2012,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",$42.94,6,0,$0.00,$257.64,$100.48,$42.94
2746,CA-2014-163321,8/8/2014,8/12/2014,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,$99.99,1,0.2,$20.00,$79.99,$22.00,$79.99
2747,CA-2011-155887,5/12/2011,5/17/2011,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,FUR-TA-10002228,Furniture,Tables,"Bevis Traditional Conference Table Top, Plinth Base",$333.36,3,0.3,$100.01,$700.06,-$130.01,$233.35
2748,US-2012-165449,11/22/2012,11/26/2012,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,TEC-AC-10004127,Technology,Accessories,SanDisk Cruzer 8 GB USB Flash Drive,$8.49,4,0.2,$1.70,$27.17,-$1.36,$6.79
2749,CA-2012-110247,12/4/2012,12/8/2012,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,OFF-BI-10001553,Office Supplies,Binders,SpineVue Locking Slant-D Ring Binders by Cardinal,$9.14,3,0.7,$6.40,$8.23,-$6.03,$2.74
2750,US-2011-141257,6/8/2011,6/14/2011,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10002758,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",$243.98,3,0.2,$48.80,$585.55,$73.19,$195.18
2751,CA-2011-154669,8/8/2011,8/11/2011,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,OFF-ST-10000532,Office Supplies,Storage,Advantus Rolling Drawer Organizers,$38.48,11,0,$0.00,$423.28,$110.05,$38.48
